                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    300,                0.29984,                0.22453,                0.84548,                0.97524,                0.95878,                0.98341,                0.94888,                0.23716,                0.17256,                0.77589,              4.855e-05,              4.855e-05,              4.855e-05
                    301,                0.30922,                0.23375,                0.84055,                0.97522,                0.95837,                0.98323,                0.94612,                0.24176,                0.17501,                0.77583,             4.8314e-05,             4.8314e-05,             4.8314e-05
                    302,                0.30605,                 0.2273,                0.84603,                0.97421,                0.95919,                0.98379,                0.94519,                0.24297,                0.17487,                0.77584,             4.8078e-05,             4.8078e-05,             4.8078e-05
                    303,                0.29869,                0.21905,                0.85118,                0.97241,                0.96034,                0.98389,                0.94484,                0.23945,                0.17437,                0.77512,             4.7843e-05,             4.7843e-05,             4.7843e-05
                    304,                0.30895,                0.23413,                0.85165,                0.97507,                0.96193,                0.98409,                0.94746,                0.23695,                 0.1717,                0.77431,             4.7607e-05,             4.7607e-05,             4.7607e-05
                    305,                0.29837,                0.22733,                0.86007,                0.97514,                 0.9626,                0.98404,                0.94624,                0.24047,                0.17375,                0.77459,             4.7372e-05,             4.7372e-05,             4.7372e-05
                    306,                0.32029,                0.23471,                 0.8543,                0.97075,                0.96038,                0.98407,                0.94767,                0.24219,                0.17392,                0.77496,             4.7136e-05,             4.7136e-05,             4.7136e-05
                    307,                0.29777,                0.23605,                0.85174,                0.96842,                0.96014,                0.98408,                0.94746,                0.23947,                0.17208,                0.77654,               4.69e-05,               4.69e-05,               4.69e-05
                    308,                0.31959,                0.23673,                 0.8484,                 0.9694,                0.95854,                 0.9843,                0.94797,                0.23563,                0.17419,                0.77392,             4.6665e-05,             4.6665e-05,             4.6665e-05
                    309,                 0.2708,                0.21488,                0.83787,                0.97304,                0.95748,                0.98413,                0.94762,                0.23554,                0.17292,                0.77336,             4.6429e-05,             4.6429e-05,             4.6429e-05
                    310,                0.30073,                0.22769,                0.84856,                0.97425,                0.95777,                0.98407,                0.94782,                0.23673,                0.17344,                0.77287,             4.6193e-05,             4.6193e-05,             4.6193e-05
                    311,                0.27877,                0.21805,                0.84354,                0.97462,                0.95806,                0.98327,                0.94745,                0.23607,                0.17311,                0.77208,             4.5958e-05,             4.5958e-05,             4.5958e-05
                    312,                0.31802,                0.22937,                0.84733,                0.97384,                  0.957,                 0.9825,                0.95011,                0.23234,                0.17113,                0.77158,             4.5722e-05,             4.5722e-05,             4.5722e-05
                    313,                0.29242,                0.22429,                0.83805,                0.97372,                0.95696,                0.98212,                0.94768,                0.22945,                0.16887,                0.77143,             4.5487e-05,             4.5487e-05,             4.5487e-05
                    314,                0.28108,                0.21792,                0.84755,                0.97193,                0.96105,                0.98243,                0.94793,                0.23035,                0.16976,                  0.772,             4.5251e-05,             4.5251e-05,             4.5251e-05
                    315,                0.28292,                 0.2138,                0.84436,                0.97151,                 0.9604,                0.98352,                0.94694,                0.23084,                0.16923,                0.77222,             4.5015e-05,             4.5015e-05,             4.5015e-05
                    316,                0.31371,                0.23242,                0.87092,                0.97015,                0.95318,                0.97876,                 0.9412,                0.23189,                0.16962,                0.77285,              4.478e-05,              4.478e-05,              4.478e-05
                    317,                0.29999,                0.21952,                0.84774,                0.96912,                0.95277,                0.97749,                0.94147,                0.23109,                0.17009,                0.77308,             4.4544e-05,             4.4544e-05,             4.4544e-05
                    318,                0.31168,                0.23007,                0.84972,                0.97072,                0.95789,                 0.9824,                0.94651,                0.23298,                0.16959,                 0.7736,             4.4308e-05,             4.4308e-05,             4.4308e-05
                    319,                0.28044,                0.21301,                0.83399,                0.97249,                0.95923,                0.98222,                0.94702,                0.23625,                0.16947,                 0.7741,             4.4073e-05,             4.4073e-05,             4.4073e-05
                    320,                0.29562,                0.22212,                0.84723,                0.97552,                 0.9581,                0.98296,                0.94477,                 0.2371,                0.16848,                0.77462,             4.3837e-05,             4.3837e-05,             4.3837e-05
                    321,                0.28505,                0.22077,                0.84248,                0.97594,                0.95325,                 0.9793,                0.94277,                0.23361,                0.16635,                 0.7748,             4.3602e-05,             4.3602e-05,             4.3602e-05
                    322,                0.27254,                0.20848,                0.84904,                0.97443,                0.95338,                 0.9799,                0.94485,                0.23132,                0.16686,                0.77496,             4.3366e-05,             4.3366e-05,             4.3366e-05
                    323,                0.27952,                0.21441,                0.84214,                0.97392,                0.95959,                0.98305,                0.94819,                0.23307,                0.16699,                0.77519,              4.313e-05,              4.313e-05,              4.313e-05
                    324,                0.29352,                0.22226,                0.84848,                0.97408,                 0.9599,                0.98273,                0.94939,                0.23263,                 0.1658,                0.77485,             4.2895e-05,             4.2895e-05,             4.2895e-05
                    325,                0.28883,                0.22137,                0.84907,                0.97325,                0.95902,                0.98286,                0.95009,                0.23036,                 0.1665,                0.77423,             4.2659e-05,             4.2659e-05,             4.2659e-05
                    326,                0.27852,                0.21316,                0.83513,                0.97277,                0.95766,                0.98341,                0.95058,                0.22872,                0.16515,                0.77358,             4.2423e-05,             4.2423e-05,             4.2423e-05
                    327,                0.29337,                0.21664,                0.84334,                 0.9737,                0.95745,                0.98332,                 0.9484,                0.23045,                0.16699,                0.77327,             4.2188e-05,             4.2188e-05,             4.2188e-05
                    328,                0.28528,                0.21687,                0.83333,                 0.9754,                0.95831,                0.98319,                0.94936,                0.22869,                0.16688,                0.77274,             4.1952e-05,             4.1952e-05,             4.1952e-05
                    329,                0.28938,                0.21825,                0.83551,                0.97634,                0.95925,                0.98318,                0.94885,                0.22755,                0.16534,                0.77243,             4.1717e-05,             4.1717e-05,             4.1717e-05
                    330,                0.28168,                 0.2173,                0.83568,                0.97657,                 0.9604,                0.98348,                0.94962,                0.22796,                0.16284,                 0.7721,             4.1481e-05,             4.1481e-05,             4.1481e-05
                    331,                 0.2924,                0.21994,                0.84533,                0.97605,                0.96093,                0.98349,                0.94963,                0.22751,                0.16452,                0.77223,             4.1245e-05,             4.1245e-05,             4.1245e-05
                    332,                0.28623,                0.21517,                0.84432,                0.97521,                0.96106,                 0.9835,                0.94859,                0.22668,                0.16518,                0.77239,              4.101e-05,              4.101e-05,              4.101e-05
                    333,                0.29222,                 0.2162,                0.83735,                0.97542,                0.96005,                0.98346,                0.94757,                0.22671,                0.16621,                0.77253,             4.0774e-05,             4.0774e-05,             4.0774e-05
                    334,                0.28595,                0.22036,                0.83617,                0.97646,                0.95959,                0.98348,                0.94747,                0.22779,                0.16445,                0.77271,             4.0539e-05,             4.0539e-05,             4.0539e-05
                    335,                 0.2918,                0.22349,                0.84415,                0.97614,                0.95961,                0.98344,                0.94837,                0.23255,                0.16579,                0.77315,             4.0303e-05,             4.0303e-05,             4.0303e-05
                    336,                0.29386,                0.22655,                0.83905,                0.97653,                0.95954,                0.98291,                0.94866,                0.22931,                0.16375,                0.77259,             4.0067e-05,             4.0067e-05,             4.0067e-05
                    337,                0.30777,                0.22525,                0.84247,                0.97538,                0.95477,                0.97912,                0.94549,                 0.2261,                0.16425,                0.77222,             3.9832e-05,             3.9832e-05,             3.9832e-05
                    338,                0.28008,                0.21624,                0.84142,                 0.9755,                0.95501,                0.97904,                0.94661,                0.22808,                 0.1622,                0.77223,             3.9596e-05,             3.9596e-05,             3.9596e-05
                    339,                0.28943,                0.21394,                 0.8387,                0.97541,                 0.9557,                0.97939,                0.94441,                0.23178,                0.16459,                 0.7724,              3.936e-05,              3.936e-05,              3.936e-05
                    340,                0.27804,                0.21125,                0.83879,                0.97249,                0.95991,                0.98344,                0.94716,                0.22852,                0.16342,                0.77227,             3.9125e-05,             3.9125e-05,             3.9125e-05
                    341,                0.27786,                0.21572,                0.83661,                0.97108,                0.95457,                0.98108,                0.94614,                0.22538,                0.16339,                0.77211,             3.8889e-05,             3.8889e-05,             3.8889e-05
                    342,                0.28168,                0.21339,                0.83253,                 0.9717,                0.95348,                0.97998,                0.94692,                0.22529,                0.16404,                0.77292,             3.8654e-05,             3.8654e-05,             3.8654e-05
                    343,                0.26715,                0.20849,                0.82715,                0.97346,                0.95438,                0.97773,                0.94599,                0.22766,                 0.1642,                0.77376,             3.8418e-05,             3.8418e-05,             3.8418e-05
                    344,                0.28666,                0.21417,                0.84545,                0.97493,                0.95502,                0.97811,                0.94755,                0.22629,                0.16306,                0.77418,             3.8182e-05,             3.8182e-05,             3.8182e-05
                    345,                0.28359,                0.21951,                0.84049,                 0.9761,                 0.9557,                0.97781,                0.94678,                0.22004,                0.16128,                0.77358,             3.7947e-05,             3.7947e-05,             3.7947e-05
                    346,                0.28734,                0.21449,                0.83216,                0.97527,                0.95557,                0.97786,                0.94774,                0.21918,                0.16025,                0.77355,             3.7711e-05,             3.7711e-05,             3.7711e-05
                    347,                0.28536,                0.21333,                0.84046,                0.97552,                0.95632,                0.97807,                0.94601,                0.22143,                0.16052,                0.77371,             3.7475e-05,             3.7475e-05,             3.7475e-05
                    348,                0.28766,                0.23143,                0.85728,                0.97608,                 0.9606,                0.98211,                0.94945,                0.22194,                0.16166,                0.77323,              3.724e-05,              3.724e-05,              3.724e-05
                    349,                0.27514,                0.20961,                0.83277,                0.97795,                0.96141,                0.98213,                0.95046,                0.21809,                 0.1594,                0.77266,             3.7004e-05,             3.7004e-05,             3.7004e-05
                    350,                0.29005,                 0.2217,                0.84292,                0.97842,                0.96188,                0.98225,                0.95064,                0.21772,                 0.1587,                 0.7726,             3.6769e-05,             3.6769e-05,             3.6769e-05
                    351,                0.26114,                0.21144,                0.83786,                0.97808,                 0.9615,                0.98233,                0.94886,                0.22132,                0.15956,                 0.7731,             3.6533e-05,             3.6533e-05,             3.6533e-05
                    352,                0.29546,                0.22072,                0.83716,                0.97777,                0.96177,                0.98159,                0.94929,                0.22152,                0.15966,                0.77303,             3.6297e-05,             3.6297e-05,             3.6297e-05
                    353,                0.28823,                0.21932,                0.85072,                0.97618,                  0.961,                0.98143,                0.94843,                0.21844,                0.15833,                0.77214,             3.6062e-05,             3.6062e-05,             3.6062e-05
                    354,                0.27125,                0.21135,                0.82626,                0.97585,                 0.9616,                0.98205,                0.94776,                0.21794,                0.15721,                0.77174,             3.5826e-05,             3.5826e-05,             3.5826e-05
                    355,                0.27663,                0.21096,                0.84139,                0.97622,                0.96158,                  0.982,                0.94733,                0.21928,                0.15734,                0.77188,             3.5591e-05,             3.5591e-05,             3.5591e-05
                    356,                0.26479,                0.21384,                 0.8331,                0.97613,                0.96245,                0.98197,                 0.9476,                0.22072,                0.15806,                 0.7722,             3.5355e-05,             3.5355e-05,             3.5355e-05
                    357,                0.28083,                0.21567,                0.84025,                0.97634,                0.96316,                0.98192,                0.94824,                0.22253,                0.15975,                0.77263,             3.5119e-05,             3.5119e-05,             3.5119e-05
                    358,                0.26297,                0.20341,                0.82415,                0.97391,                0.96203,                0.98192,                0.94856,                0.22241,                0.15912,                0.77278,             3.4884e-05,             3.4884e-05,             3.4884e-05
                    359,                0.26119,                0.20408,                0.84501,                0.97378,                 0.9615,                0.98356,                0.95055,                0.22369,                0.15917,                0.77304,             3.4648e-05,             3.4648e-05,             3.4648e-05
                    360,                0.26596,                0.19977,                0.83237,                0.97284,                0.96215,                0.98352,                 0.9506,                0.22359,                0.16038,                0.77303,             3.4412e-05,             3.4412e-05,             3.4412e-05
                    361,                0.27636,                0.20661,                0.83896,                0.97318,                0.96196,                0.98335,                0.95138,                0.22155,                0.16042,                0.77279,             3.4177e-05,             3.4177e-05,             3.4177e-05
                    362,                0.27612,                0.21859,                0.83553,                0.97292,                0.96135,                0.98327,                0.95174,                0.22068,                0.16142,                0.77282,             3.3941e-05,             3.3941e-05,             3.3941e-05
                    363,                0.27361,                0.21617,                0.84863,                0.97297,                0.96048,                0.98324,                  0.951,                0.22111,                0.16096,                0.77295,             3.3706e-05,             3.3706e-05,             3.3706e-05
                    364,                 0.2798,                0.21723,                0.84784,                0.97259,                0.96102,                0.98323,                 0.9512,                0.22055,                0.16037,                0.77253,              3.347e-05,              3.347e-05,              3.347e-05
                    365,                0.27554,                0.20828,                 0.8358,                0.97366,                0.95673,                0.97989,                0.94775,                0.21956,                0.15909,                0.77212,             3.3234e-05,             3.3234e-05,             3.3234e-05
                    366,                0.26699,                0.20594,                0.83858,                0.97467,                0.95756,                0.97989,                0.94607,                0.21812,                0.15815,                 0.7721,             3.2999e-05,             3.2999e-05,             3.2999e-05
                    367,                0.27249,                0.20711,                0.83599,                0.97557,                0.96245,                 0.9837,                0.94954,                0.21595,                  0.158,                0.77177,             3.2763e-05,             3.2763e-05,             3.2763e-05
                    368,                0.26518,                0.20479,                0.84543,                0.97543,                0.95769,                 0.9799,                0.94591,                0.21443,                0.15723,                0.77168,             3.2527e-05,             3.2527e-05,             3.2527e-05
                    369,                0.26171,                0.20235,                0.82892,                0.97525,                0.96197,                0.98324,                0.95085,                0.21344,                0.15546,                 0.7716,             3.2292e-05,             3.2292e-05,             3.2292e-05
                    370,                0.26365,                 0.2056,                0.83988,                0.97474,                0.96052,                0.98316,                 0.9495,                0.21495,                0.15748,                0.77148,             3.2056e-05,             3.2056e-05,             3.2056e-05
                    371,                0.27148,                0.20636,                0.84149,                0.97534,                0.95952,                0.98315,                0.95187,                0.21588,                0.15708,                 0.7714,             3.1821e-05,             3.1821e-05,             3.1821e-05
                    372,                0.26871,                0.21297,                0.84312,                0.97449,                0.95656,                0.97964,                0.94844,                0.21427,                0.15777,                0.77164,             3.1585e-05,             3.1585e-05,             3.1585e-05
                    373,                0.26948,                 0.2068,                0.83503,                0.97511,                0.95522,                0.97987,                0.94868,                0.21404,                 0.1581,                0.77184,             3.1349e-05,             3.1349e-05,             3.1349e-05
                    374,                0.28703,                0.21379,                0.83704,                 0.9763,                0.95977,                0.98322,                0.95252,                0.21481,                0.15884,                0.77229,             3.1114e-05,             3.1114e-05,             3.1114e-05
                    375,                0.26675,                0.20707,                0.82673,                0.97599,                0.96043,                0.98351,                0.95203,                0.21632,                0.15893,                0.77263,             3.0878e-05,             3.0878e-05,             3.0878e-05
                    376,                0.26524,                0.20399,                0.83745,                0.97486,                0.96137,                 0.9838,                0.95191,                 0.2172,                0.15862,                0.77289,             3.0643e-05,             3.0643e-05,             3.0643e-05
                    377,                0.27232,                0.20207,                0.83623,                0.97518,                0.96222,                0.98415,                0.95176,                0.21646,                0.15859,                 0.7729,             3.0407e-05,             3.0407e-05,             3.0407e-05
                    378,                0.28748,                0.21367,                0.83318,                0.97545,                0.96291,                0.98396,                0.95252,                0.21398,                0.15744,                0.77233,             3.0171e-05,             3.0171e-05,             3.0171e-05
                    379,                0.27298,                0.20278,                 0.8374,                  0.975,                0.95766,                0.98053,                0.95008,                0.21382,                0.15871,                0.77193,             2.9936e-05,             2.9936e-05,             2.9936e-05
                    380,                0.26564,                 0.2014,                0.83128,                0.97445,                0.96338,                0.98414,                 0.9536,                0.21435,                0.15868,                 0.7719,               2.97e-05,               2.97e-05,               2.97e-05
                    381,                0.25819,                0.19723,                0.83607,                0.97448,                0.96452,                  0.984,                0.95276,                0.21463,                  0.157,                0.77162,             2.9464e-05,             2.9464e-05,             2.9464e-05
                    382,                0.26042,                 0.2079,                0.83156,                0.97491,                0.96614,                0.98383,                0.95252,                0.21385,                0.15748,                0.77122,             2.9229e-05,             2.9229e-05,             2.9229e-05
                    383,                0.26752,                0.20689,                0.84063,                0.97775,                0.96252,                0.98367,                0.95245,                0.21258,                0.15728,                 0.7706,             2.8993e-05,             2.8993e-05,             2.8993e-05
                    384,                0.27103,                0.20489,                0.83558,                0.97531,                0.96242,                0.98392,                0.95287,                0.21244,                0.15628,                0.77066,             2.8758e-05,             2.8758e-05,             2.8758e-05
                    385,                0.27169,                0.20104,                0.83231,                0.97448,                0.96309,                0.98398,                0.95234,                0.21045,                0.15487,                0.77039,             2.8522e-05,             2.8522e-05,             2.8522e-05
                    386,                0.25985,                0.20626,                0.83481,                0.97312,                0.96282,                0.98404,                0.95162,                0.21026,                0.15394,                0.77063,             2.8286e-05,             2.8286e-05,             2.8286e-05
                    387,                0.26791,                0.20323,                0.83064,                0.97431,                0.96386,                0.98397,                 0.9516,                 0.2096,                0.15355,                0.77051,             2.8051e-05,             2.8051e-05,             2.8051e-05
                    388,                0.26039,                0.19479,                 0.8222,                0.97645,                0.96458,                0.98407,                0.95225,                0.20821,                0.15176,                0.77046,             2.7815e-05,             2.7815e-05,             2.7815e-05
                    389,                0.26029,                0.19535,                0.82852,                0.97556,                0.96059,                0.98007,                0.94816,                0.20582,                0.15121,                0.77048,             2.7579e-05,             2.7579e-05,             2.7579e-05
                    390,                0.25643,                0.19545,                 0.8238,                0.97671,                0.96593,                  0.984,                0.95225,                0.20413,                0.14976,                0.77021,             2.7344e-05,             2.7344e-05,             2.7344e-05
                    391,                0.25296,                0.19105,                0.82588,                0.97903,                0.96109,                0.98025,                0.95051,                0.20288,                0.14886,                0.76978,             2.7108e-05,             2.7108e-05,             2.7108e-05
                    392,                0.26173,                 0.1911,                0.82808,                0.98024,                0.96035,                0.98016,                  0.948,                 0.2026,                0.14972,                0.76956,             2.6873e-05,             2.6873e-05,             2.6873e-05
                    393,                0.25815,                0.19245,                0.83157,                0.98004,                0.96413,                0.98397,                0.95159,                0.20344,                0.14999,                 0.7697,             2.6637e-05,             2.6637e-05,             2.6637e-05
                    394,                0.26789,                0.20636,                0.82594,                0.97936,                0.96377,                 0.9843,                0.95285,                 0.2043,                0.15058,                0.76951,             2.6401e-05,             2.6401e-05,             2.6401e-05
                    395,                0.24995,                0.19727,                0.83674,                0.97848,                0.96278,                0.98404,                0.95308,                0.20406,                0.14956,                0.76938,             2.6166e-05,             2.6166e-05,             2.6166e-05
                    396,                0.25249,                0.19384,                0.82847,                0.97975,                0.96236,                0.98396,                0.95259,                0.20472,                0.14952,                0.76897,              2.593e-05,              2.593e-05,              2.593e-05
                    397,                0.24602,                0.18785,                0.82725,                0.97994,                0.95744,                0.98285,                 0.9521,                0.20499,                0.14939,                0.76901,             2.5694e-05,             2.5694e-05,             2.5694e-05
                    398,                0.27356,                0.19474,                0.83712,                 0.9788,                0.95726,                0.98292,                 0.9504,                0.20409,                0.14775,                0.76951,             2.5459e-05,             2.5459e-05,             2.5459e-05
                    399,                0.26321,                0.19781,                0.82971,                0.97879,                0.95785,                0.98058,                 0.9494,                0.20318,                0.14923,                0.76973,             2.5223e-05,             2.5223e-05,             2.5223e-05
                    400,                0.26674,                0.20051,                0.84441,                0.97978,                0.95889,                0.98312,                0.95355,                0.20259,                0.14962,                0.76992,             2.4988e-05,             2.4988e-05,             2.4988e-05
                    401,                0.25942,                0.19256,                0.82675,                0.97952,                0.95921,                 0.9831,                0.95229,                 0.2026,                0.15012,                0.76988,             2.4752e-05,             2.4752e-05,             2.4752e-05
                    402,                0.23887,                0.18771,                 0.8347,                0.98005,                0.95965,                0.98313,                0.95276,                0.20264,                0.14976,                0.76965,             2.4516e-05,             2.4516e-05,             2.4516e-05
                    403,                0.23889,                0.18239,                0.82587,                0.97931,                0.96257,                0.98439,                0.95338,                0.20304,                 0.1489,                0.76918,             2.4281e-05,             2.4281e-05,             2.4281e-05
                    404,                0.25437,                0.19575,                0.83154,                0.97887,                0.96342,                 0.9843,                0.95414,                0.20348,                0.14865,                0.76909,             2.4045e-05,             2.4045e-05,             2.4045e-05
                    405,                0.25375,                0.19474,                0.82995,                0.97954,                0.96105,                0.98306,                0.95228,                0.20388,                0.14845,                0.76892,              2.381e-05,              2.381e-05,              2.381e-05
                    406,                0.25407,                0.19256,                0.83287,                 0.9786,                  0.966,                 0.9842,                0.95279,                0.20255,                0.14786,                0.76861,             2.3574e-05,             2.3574e-05,             2.3574e-05
                    407,                0.23674,                0.18342,                0.83397,                0.97923,                0.96618,                0.98445,                0.95409,                 0.2016,                0.14706,                0.76873,             2.3338e-05,             2.3338e-05,             2.3338e-05
                    408,                0.24952,                0.19187,                0.82822,                0.97946,                0.96626,                0.98451,                0.95515,                0.20096,                 0.1473,                0.76875,             2.3103e-05,             2.3103e-05,             2.3103e-05
                    409,                0.26826,                0.20383,                 0.8318,                0.98009,                0.96597,                0.98449,                0.95532,                 0.2006,                0.14722,                0.76839,             2.2867e-05,             2.2867e-05,             2.2867e-05
                    410,                0.24245,                0.19101,                 0.8242,                0.98105,                0.96657,                0.98455,                0.95467,                0.20089,                0.14727,                0.76771,             2.2631e-05,             2.2631e-05,             2.2631e-05
                    411,                0.24145,                0.18713,                0.82566,                0.98087,                0.96713,                0.98446,                0.95648,                0.19999,                0.14767,                0.76749,             2.2396e-05,             2.2396e-05,             2.2396e-05
                    412,                0.24918,                0.19203,                0.83139,                0.98023,                0.96721,                0.98438,                0.95625,                0.19804,                0.14809,                0.76719,              2.216e-05,              2.216e-05,              2.216e-05
                    413,                0.24605,                0.19195,                0.83708,                0.98016,                0.96712,                0.98425,                0.95533,                0.19869,                0.14688,                0.76705,             2.1925e-05,             2.1925e-05,             2.1925e-05
                    414,                0.25297,                0.19951,                0.83324,                0.97983,                0.96713,                0.98429,                0.95468,                0.19941,                0.14576,                0.76721,             2.1689e-05,             2.1689e-05,             2.1689e-05
                    415,                0.24104,                0.18908,                0.83962,                0.97951,                0.96614,                0.98443,                0.95564,                0.20054,                0.14603,                0.76732,             2.1453e-05,             2.1453e-05,             2.1453e-05
                    416,                0.24565,                0.19655,                0.83041,                0.98184,                 0.9649,                0.98445,                0.95543,                  0.201,                0.14774,                0.76759,             2.1218e-05,             2.1218e-05,             2.1218e-05
                    417,                 0.2507,                0.19254,                 0.8326,                 0.9825,                0.96444,                0.98442,                0.95564,                 0.1991,                  0.147,                0.76735,             2.0982e-05,             2.0982e-05,             2.0982e-05
                    418,                0.25316,                0.19965,                0.83167,                0.98333,                0.96394,                0.98435,                0.95464,                0.19654,                0.14698,                0.76713,             2.0746e-05,             2.0746e-05,             2.0746e-05
                    419,                0.24283,                0.18563,                0.83262,                0.98429,                0.96415,                0.98447,                 0.9546,                0.19643,                0.14657,                0.76724,             2.0511e-05,             2.0511e-05,             2.0511e-05
                    420,                0.23388,                0.18509,                0.82592,                0.98381,                0.96307,                0.98448,                0.95506,                0.19656,                0.14553,                0.76711,             2.0275e-05,             2.0275e-05,             2.0275e-05
                    421,                0.27387,                0.20369,                0.83757,                0.98382,                0.96261,                0.98445,                0.95568,                0.19691,                0.14645,                 0.7671,              2.004e-05,              2.004e-05,              2.004e-05
                    422,                0.24612,                0.19296,                0.82517,                0.98034,                0.96159,                0.98448,                0.95583,                0.19643,                 0.1455,                0.76707,             1.9804e-05,             1.9804e-05,             1.9804e-05
                    423,                0.23202,                0.18204,                0.82429,                 0.9813,                 0.9621,                0.98438,                0.95443,                0.19655,                0.14589,                  0.767,             1.9568e-05,             1.9568e-05,             1.9568e-05
                    424,                0.23853,                 0.1838,                0.83048,                0.98055,                0.96319,                0.98452,                0.95474,                0.19665,                0.14568,                0.76691,             1.9333e-05,             1.9333e-05,             1.9333e-05
                    425,                0.26383,                0.19703,                0.84133,                0.98023,                0.96382,                0.98449,                0.95509,                0.19702,                0.14583,                0.76679,             1.9097e-05,             1.9097e-05,             1.9097e-05
                    426,                0.25775,                0.19659,                 0.8361,                0.97965,                0.96423,                0.98451,                0.95582,                0.19638,                0.14622,                0.76671,             1.8862e-05,             1.8862e-05,             1.8862e-05
                    427,                 0.2399,                0.18769,                0.84442,                0.98015,                 0.9643,                0.98447,                0.95605,                0.19522,                0.14493,                0.76648,             1.8626e-05,             1.8626e-05,             1.8626e-05
                    428,                0.24903,                0.19538,                 0.8325,                0.98034,                0.96349,                0.98441,                 0.9566,                 0.1944,                0.14469,                0.76649,              1.839e-05,              1.839e-05,              1.839e-05
                    429,                0.24212,                0.18502,                0.82984,                0.98041,                0.96343,                 0.9843,                0.95514,                0.19439,                0.14485,                0.76692,             1.8155e-05,             1.8155e-05,             1.8155e-05
                    430,                0.24153,                0.18681,                0.83224,                0.97985,                0.96366,                 0.9845,                0.95527,                0.19478,                0.14483,                0.76738,             1.7919e-05,             1.7919e-05,             1.7919e-05
                    431,                0.25275,                0.19923,                 0.8296,                 0.9802,                0.96406,                0.98453,                0.95607,                0.19482,                0.14425,                0.76733,             1.7683e-05,             1.7683e-05,             1.7683e-05
                    432,                0.23671,                0.18797,                0.83189,                0.98014,                0.96419,                0.98458,                0.95646,                0.19409,                0.14328,                0.76737,             1.7448e-05,             1.7448e-05,             1.7448e-05
                    433,                0.24112,                0.18517,                0.82707,                0.97979,                0.96467,                0.98471,                0.95643,                0.19225,                 0.1432,                0.76725,             1.7212e-05,             1.7212e-05,             1.7212e-05
                    434,                0.22862,                0.18455,                0.83137,                0.97824,                0.96414,                 0.9847,                 0.9556,                0.19188,                0.14279,                0.76735,             1.6977e-05,             1.6977e-05,             1.6977e-05
                    435,                0.23831,                0.18602,                0.83009,                0.97935,                0.96412,                0.98467,                0.95716,                0.19179,                0.14249,                0.76715,             1.6741e-05,             1.6741e-05,             1.6741e-05
                    436,                0.24471,                0.18641,                0.83233,                0.97942,                0.96377,                0.98459,                0.95678,                0.19251,                0.14294,                0.76727,             1.6505e-05,             1.6505e-05,             1.6505e-05
                    437,                0.25607,                0.20077,                0.83197,                0.97995,                0.96421,                0.98461,                0.95608,                0.19366,                0.14364,                0.76732,              1.627e-05,              1.627e-05,              1.627e-05
                    438,                   0.24,                0.18541,                0.83217,                0.97896,                0.96477,                 0.9846,                0.95614,                0.19451,                0.14333,                0.76766,             1.6034e-05,             1.6034e-05,             1.6034e-05
                    439,                0.25919,                0.19352,                0.82531,                0.97925,                0.96437,                0.98452,                0.95584,                0.19408,                 0.1435,                0.76781,             1.5798e-05,             1.5798e-05,             1.5798e-05
                    440,                0.22791,                0.18089,                0.82548,                 0.9789,                0.96472,                0.98459,                 0.9559,                0.19552,                0.14463,                0.76786,             1.5563e-05,             1.5563e-05,             1.5563e-05
                    441,                0.23454,                0.18133,                0.82814,                0.97943,                0.96371,                 0.9847,                0.95594,                0.19547,                0.14496,                0.76814,             1.5327e-05,             1.5327e-05,             1.5327e-05
                    442,                0.24281,                0.19118,                 0.8345,                0.97979,                0.96355,                0.98465,                0.95534,                0.19346,                0.14419,                0.76787,             1.5092e-05,             1.5092e-05,             1.5092e-05
                    443,                0.25203,                0.19087,                0.83811,                0.98001,                0.96309,                0.98458,                0.95515,                0.19112,                0.14406,                0.76806,             1.4856e-05,             1.4856e-05,             1.4856e-05
                    444,                0.23896,                0.18407,                0.82921,                0.98111,                0.96309,                0.98447,                0.95585,                0.19148,                0.14343,                0.76776,              1.462e-05,              1.462e-05,              1.462e-05
                    445,                0.23439,                0.18448,                 0.8371,                0.98062,                0.96295,                0.98433,                0.95553,                0.19209,                0.14328,                0.76784,             1.4385e-05,             1.4385e-05,             1.4385e-05
                    446,                0.22995,                0.18196,                0.82803,                 0.9812,                0.96289,                0.98421,                0.95594,                 0.1929,                0.14343,                0.76822,             1.4149e-05,             1.4149e-05,             1.4149e-05
                    447,                0.23513,                0.18773,                0.82626,                0.98214,                0.96294,                0.98434,                0.95575,                0.19295,                 0.1424,                0.76855,             1.3913e-05,             1.3913e-05,             1.3913e-05
                    448,                0.23371,                0.17827,                0.82471,                0.98254,                0.96275,                 0.9843,                0.95554,                0.19222,                0.14188,                0.76845,             1.3678e-05,             1.3678e-05,             1.3678e-05
                    449,                0.23447,                0.18081,                0.82068,                0.98292,                0.96271,                0.98422,                0.95573,                0.19142,                0.14233,                0.76829,             1.3442e-05,             1.3442e-05,             1.3442e-05
                    450,                0.23823,                0.18673,                0.84184,                0.98322,                0.96332,                0.98425,                0.95589,                0.19168,                0.14205,                0.76806,             1.3207e-05,             1.3207e-05,             1.3207e-05
