                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.40422,                0.30559,                0.88358,                0.95675,                0.95519,                0.97735,                0.91734,                0.31475,                0.22667,                0.79486,             8.4128e-05,             8.4128e-05,             8.4128e-05
                    150,                0.40201,                0.29051,                0.86958,                0.95605,                0.95483,                 0.9758,                0.91942,                 0.3144,                0.22489,                0.79517,             8.3893e-05,             8.3893e-05,             8.3893e-05
                    151,                0.41574,                0.30658,                0.87458,                0.95728,                 0.9554,                0.97603,                0.92239,                0.31167,                0.22177,                0.79365,             8.3657e-05,             8.3657e-05,             8.3657e-05
                    152,                0.39342,                 0.2999,                0.86436,                0.95883,                0.95547,                0.97777,                0.92125,                0.31491,                0.22237,                0.79314,             8.3421e-05,             8.3421e-05,             8.3421e-05
                    153,                0.41318,                0.31963,                0.88716,                0.96277,                0.95708,                0.97744,                 0.9198,                0.31573,                0.22314,                0.79277,             8.3186e-05,             8.3186e-05,             8.3186e-05
                    154,                0.40563,                0.31105,                0.89031,                0.96505,                0.95369,                0.97759,                0.92157,                0.31305,                0.21877,                0.79222,              8.295e-05,              8.295e-05,              8.295e-05
                    155,                0.40738,                0.29985,                0.87382,                0.96526,                0.95262,                0.97772,                0.92359,                0.30998,                 0.2171,                0.79252,             8.2715e-05,             8.2715e-05,             8.2715e-05
                    156,                0.36691,                0.28659,                0.87106,                0.96696,                0.95114,                0.97728,                0.91968,                0.31423,                0.21965,                0.79388,             8.2479e-05,             8.2479e-05,             8.2479e-05
                    157,                0.37956,                0.28864,                0.87481,                 0.9672,                0.94808,                0.97728,                0.92049,                0.31518,                0.21889,                0.79496,             8.2243e-05,             8.2243e-05,             8.2243e-05
                    158,                0.37575,                0.28715,                0.87093,                  0.964,                0.94791,                0.97721,                0.92032,                0.31125,                0.22016,                0.79523,             8.2008e-05,             8.2008e-05,             8.2008e-05
                    159,                0.40193,                0.29523,                0.89149,                0.96354,                0.95091,                0.97671,                0.92321,                 0.3121,                0.21967,                0.79413,             8.1772e-05,             8.1772e-05,             8.1772e-05
                    160,                 0.3842,                0.28488,                0.87091,                0.96484,                0.95312,                0.97676,                0.92287,                0.31896,                0.21893,                0.79402,             8.1536e-05,             8.1536e-05,             8.1536e-05
                    161,                0.37218,                0.27686,                0.86913,                0.96384,                0.95746,                0.97699,                0.92583,                0.31523,                0.21523,                0.79175,             8.1301e-05,             8.1301e-05,             8.1301e-05
                    162,                0.40173,                0.29414,                0.87084,                 0.9654,                0.95451,                0.97722,                0.92651,                 0.3191,                0.21574,                0.79244,             8.1065e-05,             8.1065e-05,             8.1065e-05
                    163,                0.37768,                0.27629,                0.86259,                0.96118,                0.95863,                 0.9771,                0.92332,                0.31855,                0.21579,                0.79218,              8.083e-05,              8.083e-05,              8.083e-05
                    164,                0.38399,                0.29872,                0.88273,                0.96084,                0.95814,                0.97745,                0.92549,                0.32445,                0.21415,                0.79398,             8.0594e-05,             8.0594e-05,             8.0594e-05
                    165,                0.36783,                0.27533,                0.86319,                0.95784,                0.95817,                0.97591,                0.92508,                0.31635,                0.21264,                0.79385,             8.0358e-05,             8.0358e-05,             8.0358e-05
                    166,                0.40729,                 0.3018,                0.87551,                 0.9628,                0.95302,                0.97577,                0.92391,                0.31967,                0.21529,                0.79484,             8.0123e-05,             8.0123e-05,             8.0123e-05
                    167,                0.39294,                0.28411,                0.88637,                0.96477,                0.95379,                0.97832,                0.92042,                0.31643,                0.21191,                0.79375,             7.9887e-05,             7.9887e-05,             7.9887e-05
                    168,                 0.3775,                0.27852,                0.87116,                0.96494,                0.95789,                  0.979,                0.92363,                0.31883,                0.21077,                0.79457,             7.9651e-05,             7.9651e-05,             7.9651e-05
                    169,                 0.3888,                0.28421,                0.87199,                0.96121,                  0.957,                0.97963,                0.92597,                0.31357,                0.20995,                0.79352,             7.9416e-05,             7.9416e-05,             7.9416e-05
                    170,                0.37644,                0.28538,                0.87089,                0.95923,                 0.9586,                0.97973,                0.92813,                0.30639,                0.21171,                 0.7924,              7.918e-05,              7.918e-05,              7.918e-05
                    171,                0.37554,                0.27759,                0.86774,                0.95979,                 0.9584,                0.98046,                0.92568,                0.31706,                0.21409,                0.79271,             7.8945e-05,             7.8945e-05,             7.8945e-05
                    172,                0.38583,                0.28762,                0.87828,                0.96151,                  0.956,                0.97968,                0.92821,                0.32006,                0.21274,                0.79243,             7.8709e-05,             7.8709e-05,             7.8709e-05
                    173,                0.37891,                0.28456,                0.88795,                0.96327,                0.95568,                0.97972,                0.92912,                0.30303,                0.20638,                0.79059,             7.8473e-05,             7.8473e-05,             7.8473e-05
                    174,                0.38579,                0.27766,                 0.8666,                0.96367,                0.95313,                0.97942,                0.92923,                0.30248,                  0.208,                0.79022,             7.8238e-05,             7.8238e-05,             7.8238e-05
                    175,                0.39913,                0.29621,                0.87802,                0.96763,                0.95207,                0.98003,                0.92354,                0.31344,                0.21151,                0.79198,             7.8002e-05,             7.8002e-05,             7.8002e-05
                    176,                0.36404,                0.27595,                0.85722,                 0.9733,                  0.955,                0.98027,                0.92623,                0.30659,                0.21068,                0.79175,             7.7766e-05,             7.7766e-05,             7.7766e-05
                    177,                0.40824,                0.29834,                0.88225,                0.97108,                0.95597,                0.98035,                0.92829,                0.30273,                0.21216,                0.79331,             7.7531e-05,             7.7531e-05,             7.7531e-05
                    178,                0.35965,                0.27475,                0.87301,                0.96758,                0.95689,                0.97988,                0.92878,                0.30392,                0.21231,                0.79362,             7.7295e-05,             7.7295e-05,             7.7295e-05
                    179,                0.36096,                0.27245,                0.86343,                0.96747,                0.95646,                0.97966,                0.92911,                0.30718,                0.21407,                0.79357,              7.706e-05,              7.706e-05,              7.706e-05
                    180,                0.34773,                0.27271,                0.85752,                0.96661,                0.95302,                0.97965,                0.93067,                0.30429,                0.20924,                0.79141,             7.6824e-05,             7.6824e-05,             7.6824e-05
                    181,                 0.3676,                0.27833,                0.87441,                0.96398,                0.95161,                0.97988,                0.93071,                0.30061,                  0.207,                0.79036,             7.6588e-05,             7.6588e-05,             7.6588e-05
                    182,                0.39466,                0.29446,                0.87727,                0.96761,                0.94967,                0.98018,                0.93016,                0.30099,                 0.2068,                0.79014,             7.6353e-05,             7.6353e-05,             7.6353e-05
                    183,                0.39459,                0.29782,                0.88967,                0.96825,                0.95329,                0.97944,                0.93081,                 0.2996,                0.20881,                0.79029,             7.6117e-05,             7.6117e-05,             7.6117e-05
                    184,                0.36345,                 0.2824,                0.87657,                0.96403,                0.95789,                0.97942,                0.92937,                0.30217,                0.20855,                0.79094,             7.5882e-05,             7.5882e-05,             7.5882e-05
                    185,                0.37007,                0.26617,                0.86539,                0.96662,                0.95623,                0.97996,                0.92821,                0.30032,                0.20642,                0.79105,             7.5646e-05,             7.5646e-05,             7.5646e-05
                    186,                0.35816,                0.28359,                0.87736,                0.96912,                0.95485,                0.97998,                0.92963,                0.30276,                0.20852,                0.79197,              7.541e-05,              7.541e-05,              7.541e-05
                    187,                0.37176,                0.27727,                0.88291,                 0.9716,                0.95529,                0.97952,                0.92714,                0.30044,                0.21018,                0.79235,             7.5175e-05,             7.5175e-05,             7.5175e-05
                    188,                0.35283,                0.27079,                0.86324,                0.96695,                0.95651,                0.97958,                0.92785,                0.29372,                0.20653,                0.79177,             7.4939e-05,             7.4939e-05,             7.4939e-05
                    189,                0.36241,                0.27857,                0.87455,                0.96868,                0.95474,                 0.9796,                0.92644,                0.29453,                0.20697,                0.79218,             7.4703e-05,             7.4703e-05,             7.4703e-05
                    190,                0.39092,                0.29769,                0.88467,                0.96887,                0.95731,                0.97979,                0.92871,                0.29959,                0.21066,                0.79311,             7.4468e-05,             7.4468e-05,             7.4468e-05
                    191,                0.38546,                0.29122,                0.87271,                0.96854,                0.95743,                0.97971,                0.92669,                0.29792,                0.21066,                0.79211,             7.4232e-05,             7.4232e-05,             7.4232e-05
                    192,                0.34877,                0.27336,                0.86756,                0.96001,                0.95921,                0.97923,                0.92583,                0.29662,                0.21296,                0.79236,             7.3997e-05,             7.3997e-05,             7.3997e-05
                    193,                0.36372,                0.27829,                0.87442,                 0.9666,                0.96031,                0.98023,                0.92883,                0.29453,                0.20651,                0.79268,             7.3761e-05,             7.3761e-05,             7.3761e-05
                    194,                0.38582,                0.28792,                0.87261,                0.96486,                0.95755,                0.97976,                0.93136,                0.29212,                0.20541,                0.79226,             7.3525e-05,             7.3525e-05,             7.3525e-05
                    195,                   0.38,                0.29156,                0.88159,                0.96582,                0.95489,                 0.9802,                 0.9311,                0.29585,                0.20388,                0.79135,              7.329e-05,              7.329e-05,              7.329e-05
                    196,                0.36263,                0.26972,                0.86478,                 0.9685,                0.95249,                0.97918,                0.93144,                0.29396,                0.20324,                0.79072,             7.3054e-05,             7.3054e-05,             7.3054e-05
                    197,                0.35967,                0.27571,                0.86652,                0.96636,                0.95134,                0.98039,                0.93468,                0.28876,                0.20108,                0.79109,             7.2818e-05,             7.2818e-05,             7.2818e-05
                    198,                0.37272,                0.27897,                0.87697,                0.96446,                0.95261,                0.97977,                0.93736,                0.28246,                0.19889,                0.79024,             7.2583e-05,             7.2583e-05,             7.2583e-05
                    199,                0.35496,                0.27176,                0.86052,                0.96248,                0.95479,                0.97988,                 0.9374,                0.28217,                 0.1992,                0.78972,             7.2347e-05,             7.2347e-05,             7.2347e-05
                    200,                0.35085,                0.27069,                0.85194,                0.96424,                0.95617,                 0.9802,                0.93657,                0.28388,                0.20036,                0.79071,             7.2112e-05,             7.2112e-05,             7.2112e-05
                    201,                0.36723,                0.27618,                0.87378,                0.96533,                0.95662,                0.98025,                0.93594,                0.28736,                0.20089,                0.79248,             7.1876e-05,             7.1876e-05,             7.1876e-05
                    202,                0.36778,                0.27348,                0.87296,                0.96843,                0.95362,                0.97971,                0.93481,                0.28593,                0.20057,                0.79193,              7.164e-05,              7.164e-05,              7.164e-05
                    203,                0.36057,                0.28369,                 0.8711,                0.97024,                0.95189,                0.98019,                0.93626,                 0.2877,                 0.2029,                0.79107,             7.1405e-05,             7.1405e-05,             7.1405e-05
                    204,                0.35539,                0.27132,                0.86285,                 0.9695,                0.95344,                0.98023,                0.93641,                0.28639,                0.20256,                0.79049,             7.1169e-05,             7.1169e-05,             7.1169e-05
                    205,                0.36467,                0.28091,                 0.8754,                0.96667,                0.95287,                0.98118,                0.93633,                0.28255,                0.19983,                0.78962,             7.0934e-05,             7.0934e-05,             7.0934e-05
                    206,                 0.3618,                0.27415,                0.86124,                0.96896,                0.94938,                0.98156,                0.93518,                0.28618,                0.20227,                0.79012,             7.0698e-05,             7.0698e-05,             7.0698e-05
                    207,                0.34648,                0.26104,                 0.8622,                0.97008,                0.94766,                0.98099,                 0.9379,                0.28005,                0.19981,                0.78962,             7.0462e-05,             7.0462e-05,             7.0462e-05
                    208,                0.37206,                0.28145,                0.86034,                0.96976,                0.94989,                0.98141,                0.93692,                0.27662,                0.19716,                 0.7883,             7.0227e-05,             7.0227e-05,             7.0227e-05
                    209,                0.35642,                0.26792,                0.86176,                0.96437,                0.95974,                0.98086,                0.93509,                0.28012,                0.19865,                0.78787,             6.9991e-05,             6.9991e-05,             6.9991e-05
                    210,                0.34745,                0.26206,                0.87109,                0.96834,                0.95592,                0.98051,                0.93398,                0.28064,                0.19784,                0.78759,             6.9755e-05,             6.9755e-05,             6.9755e-05
                    211,                0.34176,                0.26419,                0.86301,                0.96626,                0.95646,                0.98061,                0.93657,                0.27635,                0.19613,                0.78722,              6.952e-05,              6.952e-05,              6.952e-05
                    212,                0.33976,                0.25975,                 0.8656,                0.96677,                 0.9564,                0.98066,                0.93675,                0.27326,                0.19384,                0.78602,             6.9284e-05,             6.9284e-05,             6.9284e-05
                    213,                0.35616,                0.25863,                0.85902,                0.96743,                0.96012,                0.98094,                0.93622,                0.27356,                0.19818,                0.78631,             6.9049e-05,             6.9049e-05,             6.9049e-05
                    214,                0.32439,                0.25288,                 0.8516,                0.96837,                0.96131,                0.98127,                0.93625,                0.27974,                0.20119,                0.78686,             6.8813e-05,             6.8813e-05,             6.8813e-05
                    215,                0.34726,                0.27331,                0.85818,                 0.9676,                0.96246,                0.98101,                0.93572,                0.27443,                0.20057,                0.78669,             6.8577e-05,             6.8577e-05,             6.8577e-05
                    216,                0.34874,                0.25602,                0.85442,                0.97003,                0.96181,                0.97981,                 0.9364,                0.27321,                0.19845,                0.78656,             6.8342e-05,             6.8342e-05,             6.8342e-05
                    217,                0.36223,                0.28329,                0.86148,                0.93562,                0.97076,                0.98061,                0.93535,                0.27591,                0.19951,                0.78717,             6.8106e-05,             6.8106e-05,             6.8106e-05
                    218,                0.37023,                0.26815,                0.86598,                0.97062,                0.95773,                0.98082,                0.93456,                 0.2774,                0.19943,                0.78669,              6.787e-05,              6.787e-05,              6.787e-05
                    219,                0.36043,                0.27007,                0.86354,                 0.9681,                 0.9569,                0.98091,                0.93288,                0.27409,                0.19698,                0.78563,             6.7635e-05,             6.7635e-05,             6.7635e-05
                    220,                 0.3336,                0.26961,                0.86757,                0.96571,                0.95556,                0.98026,                0.93186,                0.27403,                0.19662,                0.78558,             6.7399e-05,             6.7399e-05,             6.7399e-05
                    221,                 0.3432,                0.26237,                0.87052,                0.96696,                0.95474,                0.98107,                0.93487,                0.27625,                0.19907,                 0.7854,             6.7164e-05,             6.7164e-05,             6.7164e-05
                    222,                 0.3545,                0.26897,                0.86018,                0.96801,                0.95643,                0.97922,                0.93486,                0.27755,                0.19869,                0.78523,             6.6928e-05,             6.6928e-05,             6.6928e-05
                    223,                0.37396,                 0.2827,                0.86946,                0.97124,                0.95618,                0.97911,                0.93714,                0.27337,                0.19556,                0.78462,             6.6692e-05,             6.6692e-05,             6.6692e-05
                    224,                0.33465,                0.25246,                0.85533,                0.97216,                0.95555,                0.97917,                0.93097,                0.27654,                0.19473,                0.78562,             6.6457e-05,             6.6457e-05,             6.6457e-05
                    225,                0.36261,                0.26959,                0.86885,                0.96902,                0.95837,                0.97921,                0.93312,                0.28454,                0.19727,                0.78635,             6.6221e-05,             6.6221e-05,             6.6221e-05
                    226,                0.33462,                0.25655,                0.85904,                0.96522,                0.96102,                0.98008,                0.93534,                0.27749,                 0.1949,                 0.7845,             6.5986e-05,             6.5986e-05,             6.5986e-05
                    227,                 0.3526,                0.26417,                 0.8657,                0.96237,                0.96308,                 0.9799,                0.93372,                0.26676,                0.19155,                0.78251,              6.575e-05,              6.575e-05,              6.575e-05
                    228,                0.34793,                 0.2646,                0.86256,                0.96357,                0.96158,                0.97953,                0.93325,                0.26629,                0.19358,                 0.7831,             6.5514e-05,             6.5514e-05,             6.5514e-05
                    229,                 0.3315,                0.25352,                0.85305,                0.96715,                0.96147,                0.97986,                0.93535,                0.27408,                0.19486,                 0.7841,             6.5279e-05,             6.5279e-05,             6.5279e-05
                    230,                0.33627,                0.26021,                0.86576,                0.96995,                0.96106,                0.98024,                0.93546,                0.27361,                0.19347,                0.78422,             6.5043e-05,             6.5043e-05,             6.5043e-05
                    231,                0.35708,                0.25811,                0.86714,                0.96896,                0.96234,                0.98032,                0.93857,                0.26862,                0.18915,                0.78387,             6.4807e-05,             6.4807e-05,             6.4807e-05
                    232,                0.33266,                0.25293,                0.85718,                0.96871,                0.96197,                0.98091,                0.93883,                0.27101,                0.18898,                 0.7837,             6.4572e-05,             6.4572e-05,             6.4572e-05
                    233,                0.33434,                0.25204,                0.84717,                0.97063,                0.96217,                0.98054,                 0.9397,                0.27201,                0.18876,                0.78297,             6.4336e-05,             6.4336e-05,             6.4336e-05
                    234,                0.33992,                0.25176,                0.85407,                0.96963,                0.96557,                0.98087,                0.93795,                0.26964,                0.18838,                0.78228,             6.4101e-05,             6.4101e-05,             6.4101e-05
                    235,                0.33828,                0.24794,                 0.8534,                0.97042,                0.96382,                0.98074,                0.94124,                0.26666,                0.18869,                 0.7816,             6.3865e-05,             6.3865e-05,             6.3865e-05
                    236,                0.33068,                0.24798,                0.85795,                0.96905,                0.95949,                0.98018,                0.93941,                0.26914,                0.18908,                 0.7824,             6.3629e-05,             6.3629e-05,             6.3629e-05
                    237,                0.32534,                0.25283,                0.85219,                0.96741,                0.95916,                0.98015,                0.93782,                0.27242,                0.18992,                0.78189,             6.3394e-05,             6.3394e-05,             6.3394e-05
                    238,                0.34195,                0.25422,                0.86795,                0.96503,                0.96084,                0.98033,                0.93857,                0.26819,                0.18945,                0.78038,             6.3158e-05,             6.3158e-05,             6.3158e-05
                    239,                0.34521,                 0.2582,                0.87054,                0.96364,                0.96256,                0.98032,                0.93888,                0.26855,                0.19093,                   0.78,             6.2922e-05,             6.2922e-05,             6.2922e-05
                    240,                0.36657,                0.27254,                0.86702,                0.96311,                0.96045,                0.97986,                0.93975,                 0.2688,                0.19238,                0.77996,             6.2687e-05,             6.2687e-05,             6.2687e-05
                    241,                0.33915,                0.24879,                0.84521,                0.96494,                 0.9606,                   0.98,                0.94032,                0.26997,                0.19481,                0.78011,             6.2451e-05,             6.2451e-05,             6.2451e-05
                    242,                0.33669,                0.25766,                0.86092,                 0.9664,                0.95756,                0.97956,                0.93998,                0.26505,                0.19183,                0.77976,             6.2216e-05,             6.2216e-05,             6.2216e-05
                    243,                0.34733,                0.25238,                0.84335,                0.96767,                0.95725,                   0.98,                0.94076,                0.26415,                0.18824,                0.77907,              6.198e-05,              6.198e-05,              6.198e-05
                    244,                0.32808,                0.25311,                0.85214,                0.96766,                0.95727,                0.98038,                0.94107,                 0.2607,                0.18325,                0.77852,             6.1744e-05,             6.1744e-05,             6.1744e-05
                    245,                0.32028,                0.24129,                0.86122,                0.96668,                0.95798,                0.98014,                0.94322,                0.26324,                0.18421,                0.77945,             6.1509e-05,             6.1509e-05,             6.1509e-05
                    246,                0.34337,                0.25753,                0.85818,                0.96458,                 0.9584,                0.98048,                0.93865,                0.26423,                0.18611,                0.78034,             6.1273e-05,             6.1273e-05,             6.1273e-05
                    247,                0.32167,                0.24798,                0.85253,                0.96934,                 0.9589,                0.98057,                0.93768,                0.26358,                0.18609,                0.77997,             6.1037e-05,             6.1037e-05,             6.1037e-05
                    248,                0.34233,                0.25157,                0.84654,                0.97077,                0.96141,                0.98046,                0.93657,                0.26217,                0.18563,                0.78049,             6.0802e-05,             6.0802e-05,             6.0802e-05
                    249,                0.32779,                 0.2409,                0.84567,                 0.9698,                0.96346,                 0.9808,                0.94005,                0.26239,                0.18938,                0.78153,             6.0566e-05,             6.0566e-05,             6.0566e-05
                    250,                0.32188,                0.24924,                0.85225,                0.96937,                0.95989,                0.98093,                0.94167,                0.26064,                0.18846,                0.78091,             6.0331e-05,             6.0331e-05,             6.0331e-05
                    251,                 0.3442,                0.26753,                0.87906,                0.96575,                0.95869,                0.98097,                 0.9408,                0.25663,                0.18661,                0.78071,             6.0095e-05,             6.0095e-05,             6.0095e-05
                    252,                0.32623,                 0.2496,                0.85064,                0.96572,                0.95501,                0.97927,                 0.9393,                0.25806,                0.18624,                0.78052,             5.9859e-05,             5.9859e-05,             5.9859e-05
                    253,                0.32799,                0.24732,                0.84628,                0.96703,                0.95359,                0.97918,                0.93892,                0.25853,                0.18555,                0.77999,             5.9624e-05,             5.9624e-05,             5.9624e-05
                    254,                0.32365,                0.24316,                0.86401,                 0.9632,                0.95467,                 0.9791,                0.93939,                0.25941,                0.18454,                0.77884,             5.9388e-05,             5.9388e-05,             5.9388e-05
                    255,                0.32007,                0.23881,                0.84756,                0.96436,                0.95832,                0.97979,                0.94075,                0.25802,                0.18342,                0.77824,             5.9153e-05,             5.9153e-05,             5.9153e-05
                    256,                0.32771,                0.24291,                0.85539,                0.96906,                0.95896,                0.97964,                0.94091,                0.25793,                0.18258,                0.77839,             5.8917e-05,             5.8917e-05,             5.8917e-05
                    257,                0.33966,                0.24831,                0.85901,                0.97292,                0.96032,                0.98002,                0.93944,                 0.2564,                0.18263,                0.77837,             5.8681e-05,             5.8681e-05,             5.8681e-05
                    258,                0.33743,                0.25631,                0.85456,                 0.9711,                0.96116,                0.98009,                0.94052,                0.25414,                0.18239,                0.77788,             5.8446e-05,             5.8446e-05,             5.8446e-05
                    259,                0.31604,                0.23938,                0.84652,                0.96798,                0.96354,                0.98095,                0.94313,                0.25307,                0.18316,                 0.7773,              5.821e-05,              5.821e-05,              5.821e-05
                    260,                0.33481,                0.23842,                0.84016,                0.96629,                0.96428,                0.98151,                0.94128,                0.25567,                0.18182,                0.77707,             5.7974e-05,             5.7974e-05,             5.7974e-05
                    261,                0.35846,                0.25997,                0.85526,                0.97018,                0.95889,                0.98155,                0.94284,                0.25371,                0.18182,                0.77703,             5.7739e-05,             5.7739e-05,             5.7739e-05
                    262,                 0.3204,                0.24321,                0.85064,                0.97085,                0.95716,                0.98147,                0.94131,                0.25216,                 0.1818,                 0.7761,             5.7503e-05,             5.7503e-05,             5.7503e-05
                    263,                 0.3259,                0.23861,                0.84947,                0.96944,                0.95587,                0.98084,                0.94012,                0.25545,                0.18336,                0.77645,             5.7268e-05,             5.7268e-05,             5.7268e-05
                    264,                0.30695,                0.23261,                0.85216,                0.96761,                0.95705,                0.98009,                 0.9393,                0.25396,                0.18295,                0.77706,             5.7032e-05,             5.7032e-05,             5.7032e-05
                    265,                0.33413,                0.24209,                0.85033,                0.96531,                   0.96,                0.98014,                0.94224,                0.25119,                0.18078,                0.77728,             5.6796e-05,             5.6796e-05,             5.6796e-05
                    266,                0.31375,                0.24125,                0.85042,                0.96654,                0.96056,                 0.9802,                0.94357,                0.25019,                0.18085,                0.77757,             5.6561e-05,             5.6561e-05,             5.6561e-05
                    267,                0.30599,                0.23739,                0.84999,                0.97118,                0.96097,                0.98007,                 0.9408,                0.25362,                0.18117,                0.77799,             5.6325e-05,             5.6325e-05,             5.6325e-05
                    268,                0.31943,                0.25057,                0.84521,                0.97258,                0.96044,                0.97983,                 0.9427,                0.25178,                 0.1797,                0.77818,             5.6089e-05,             5.6089e-05,             5.6089e-05
                    269,                0.31349,                0.23256,                0.84952,                0.97254,                 0.9603,                0.97997,                0.94113,                0.25138,                0.17999,                 0.7788,             5.5854e-05,             5.5854e-05,             5.5854e-05
                    270,                0.34163,                0.25346,                0.85408,                0.97085,                0.96145,                0.98079,                0.94142,                0.25297,                0.17881,                 0.7789,             5.5618e-05,             5.5618e-05,             5.5618e-05
                    271,                 0.3028,                0.22995,                0.85514,                  0.971,                0.95898,                0.98076,                0.94242,                0.25109,                0.17867,                0.77834,             5.5383e-05,             5.5383e-05,             5.5383e-05
                    272,                0.30517,                0.23921,                0.85351,                0.96942,                 0.9578,                0.98102,                0.94429,                0.24771,                0.17668,                 0.7784,             5.5147e-05,             5.5147e-05,             5.5147e-05
                    273,                0.31194,                0.23991,                0.84992,                  0.968,                0.95889,                0.98089,                0.94637,                0.24502,                0.17616,                0.77844,             5.4911e-05,             5.4911e-05,             5.4911e-05
                    274,                0.32415,                0.24782,                0.85706,                 0.9683,                0.95941,                0.98102,                0.94595,                0.24892,                0.17535,                0.77908,             5.4676e-05,             5.4676e-05,             5.4676e-05
                    275,                0.30586,                0.23515,                0.84769,                0.97136,                0.96172,                0.98134,                0.94512,                 0.2473,                0.17569,                0.77922,              5.444e-05,              5.444e-05,              5.444e-05
                    276,                0.31175,                0.24177,                0.84319,                0.97255,                0.96148,                0.98087,                0.94486,                0.24676,                0.17593,                0.77882,             5.4204e-05,             5.4204e-05,             5.4204e-05
                    277,                0.32173,                0.23959,                0.83687,                0.97092,                0.96352,                0.98113,                0.94239,                0.25196,                0.17812,                0.77917,             5.3969e-05,             5.3969e-05,             5.3969e-05
                    278,                0.30944,                0.24154,                0.85922,                0.96857,                 0.9635,                 0.9813,                0.94134,                0.25101,                0.17687,                0.77883,             5.3733e-05,             5.3733e-05,             5.3733e-05
                    279,                0.32086,                 0.2496,                0.86666,                0.96902,                0.96299,                0.98144,                0.94261,                0.24793,                0.17569,                0.77858,             5.3498e-05,             5.3498e-05,             5.3498e-05
                    280,                0.30777,                0.23426,                0.83988,                0.97024,                0.96263,                0.98208,                0.94452,                0.24591,                0.17583,                0.77868,             5.3262e-05,             5.3262e-05,             5.3262e-05
                    281,                0.31789,                0.24323,                0.85924,                0.96975,                0.96153,                0.98198,                0.94464,                0.24631,                0.17593,                0.77912,             5.3026e-05,             5.3026e-05,             5.3026e-05
                    282,                0.31244,                0.23492,                0.84175,                0.96788,                 0.9578,                 0.9817,                0.94538,                0.24712,                0.17592,                0.77942,             5.2791e-05,             5.2791e-05,             5.2791e-05
                    283,                0.32115,                0.23981,                0.84147,                0.96795,                0.95428,                0.98187,                0.94788,                0.24675,                0.17653,                0.77845,             5.2555e-05,             5.2555e-05,             5.2555e-05
                    284,                0.32263,                0.25231,                0.85856,                0.96999,                0.95316,                0.98182,                0.94813,                0.24792,                0.17751,                0.77737,              5.232e-05,              5.232e-05,              5.232e-05
                    285,                0.29998,                0.23672,                0.85108,                0.96964,                0.95556,                0.98153,                0.94662,                0.24765,                0.17728,                0.77692,             5.2084e-05,             5.2084e-05,             5.2084e-05
                    286,                0.30718,                0.22976,                0.84832,                0.96988,                0.95752,                0.98116,                0.94603,                0.24469,                0.17721,                0.77654,             5.1848e-05,             5.1848e-05,             5.1848e-05
                    287,                0.29522,                0.22351,                0.84062,                 0.9709,                0.95844,                0.98116,                0.94487,                0.24395,                0.17613,                0.77712,             5.1613e-05,             5.1613e-05,             5.1613e-05
                    288,                0.32113,                0.23943,                0.84815,                0.97148,                0.96079,                0.98104,                0.94484,                0.24459,                0.17468,                0.77824,             5.1377e-05,             5.1377e-05,             5.1377e-05
                    289,                 0.2977,                0.23555,                0.85513,                0.96978,                0.96287,                0.98096,                0.94487,                0.24584,                0.17461,                0.77835,             5.1141e-05,             5.1141e-05,             5.1141e-05
                    290,                 0.3041,                0.22402,                0.84639,                0.97142,                0.96266,                0.98084,                0.94369,                0.24358,                0.17484,                0.77813,             5.0906e-05,             5.0906e-05,             5.0906e-05
                    291,                0.30245,                0.23121,                0.85222,                 0.9697,                0.96184,                0.98193,                0.94446,                0.24262,                0.17366,                0.77769,              5.067e-05,              5.067e-05,              5.067e-05
                    292,                0.30405,                0.23016,                  0.853,                 0.9735,                0.95896,                0.98232,                0.94512,                0.24313,                0.17351,                0.77701,             5.0435e-05,             5.0435e-05,             5.0435e-05
                    293,                0.28776,                 0.2227,                0.83465,                0.97525,                0.95936,                0.98275,                0.94412,                0.24267,                 0.1723,                0.77714,             5.0199e-05,             5.0199e-05,             5.0199e-05
                    294,                0.27963,                0.21743,                0.83905,                0.97361,                0.96198,                0.98348,                0.94675,                0.23954,                0.17382,                0.77669,             4.9963e-05,             4.9963e-05,             4.9963e-05
                    295,                0.31992,                0.23528,                0.84144,                0.97251,                0.96132,                0.98337,                 0.9472,                0.24009,                0.17384,                0.77686,             4.9728e-05,             4.9728e-05,             4.9728e-05
                    296,                0.29597,                0.22152,                0.83905,                0.97219,                0.95907,                0.98329,                0.94678,                0.24254,                0.17703,                0.77728,             4.9492e-05,             4.9492e-05,             4.9492e-05
                    297,                0.30023,                0.22892,                0.84226,                0.97233,                0.95953,                0.98325,                0.94532,                0.24469,                0.17705,                 0.7773,             4.9256e-05,             4.9256e-05,             4.9256e-05
                    298,                0.29998,                 0.2296,                0.85091,                0.97247,                0.96003,                0.98276,                0.94579,                 0.2426,                0.17538,                0.77712,             4.9021e-05,             4.9021e-05,             4.9021e-05
                    299,                0.29469,                0.22335,                0.84443,                0.97477,                 0.9598,                 0.9831,                0.94871,                0.23809,                 0.1722,                0.77643,             4.8785e-05,             4.8785e-05,             4.8785e-05
